user_id,total_transactions,total_transaction_amount,avg_transaction_amount,max_transaction_amount,avg_account_balance,fraud_transactions,fraud_rate_pct,ip_flag_rate_pct,previous_fraud_activity_rate_pct,avg_daily_transaction_count,avg_failed_transaction_count_7d,avg_transaction_distance,distinct_locations,distinct_device_types,distinct_merchant_categories,first_transaction_time,last_transaction_time
USER_6835,5,1197.74,239.55,402.45,50655.17,3,60.0,0.0,40.0,7.0,1.8,2528.67,3,3,3,2023-02-10 07:42:00,2023-11-14 10:26:00
USER_6839,5,227.31,45.46,72.55,42640.42,3,60.0,0.0,0.0,6.8,1.6,3028.76,3,3,4,2023-05-24 19:58:00,2023-10-27 13:58:00
USER_6862,5,367.24,73.45,205.89,63052.76,3,60.0,0.0,40.0,7.2,2.0,2319.28,3,1,3,2023-03-31 20:16:00,2023-11-21 07:57:00
USER_6898,5,529.06,105.81,189.01,63722.41,3,60.0,20.0,0.0,10.2,2.6,2621.9,4,3,2,2023-01-23 16:52:00,2023-08-23 13:53:00
USER_6923,5,649.28,129.86,287.08,65680.19,3,60.0,0.0,0.0,5.4,3.0,2253.01,2,3,4,2023-06-19 19:42:00,2023-11-11 19:12:00
USER_6944,5,883.34,176.67,361.76,36806.44,3,60.0,0.0,20.0,9.8,3.0,3162.55,3,2,4,2023-03-06 07:36:00,2023-11-19 10:17:00
USER_6948,5,403.17,80.63,240.78,48782.55,3,60.0,20.0,40.0,9.4,2.4,2726.37,3,3,3,2023-01-06 20:49:00,2023-10-21 15:44:00
USER_6953,5,1039.91,207.98,397.91,24122.89,3,60.0,0.0,20.0,4.4,2.0,2027.52,3,3,4,2023-01-04 01:46:00,2023-09-23 04:48:00
USER_6977,5,392.09,78.42,213.82,64791.66,3,60.0,0.0,0.0,6.4,1.6,2535.95,3,2,4,2023-01-03 06:26:00,2023-11-15 07:37:00
USER_7062,5,694.68,138.94,401.46,49100.68,3,60.0,0.0,40.0,7.0,3.2,3132.95,3,3,3,2023-06-19 10:39:00,2023-10-06 20:32:00
USER_7083,5,800.8,160.16,339.5,66640.58,3,60.0,0.0,0.0,4.2,2.2,2842.91,3,3,4,2023-02-10 10:42:00,2023-09-17 06:22:00
USER_7122,5,458.71,91.74,221.39,47575.17,3,60.0,0.0,0.0,7.6,2.6,2444.87,5,2,4,2023-07-10 02:12:00,2023-11-16 17:37:00
USER_7164,5,1027.51,205.5,496.28,59987.35,3,60.0,0.0,0.0,5.8,2.4,1614.17,4,3,3,2023-02-16 17:34:00,2023-07-26 03:56:00
USER_7167,5,357.12,71.42,181.24,66451.82,3,60.0,0.0,0.0,7.6,2.6,3028.67,4,3,4,2023-01-07 18:04:00,2023-12-07 04:45:00
USER_7208,5,482.21,96.44,180.9,28273.17,3,60.0,0.0,20.0,9.4,1.6,1933.23,4,3,4,2023-01-05 08:32:00,2023-12-30 05:17:00
USER_7464,5,674.23,134.85,238.85,41106.67,3,60.0,0.0,20.0,7.8,2.6,1820.03,3,3,4,2023-02-04 02:42:00,2023-10-05 07:27:00
USER_7479,5,586.91,117.38,300.72,55163.86,3,60.0,0.0,0.0,6.0,2.2,2696.09,2,2,4,2023-01-14 06:40:00,2023-08-22 04:38:00
USER_7612,5,800.46,160.09,263.56,38439.99,3,60.0,0.0,0.0,8.2,1.6,2965.25,3,3,3,2023-01-04 20:41:00,2023-10-19 01:57:00
USER_7637,5,644.43,128.89,364.34,47851.52,3,60.0,20.0,0.0,8.6,1.2,3356.19,3,2,4,2023-02-06 11:59:00,2023-11-09 10:44:00
USER_7640,5,94.85,18.97,62.17,48738.9,3,60.0,0.0,0.0,5.2,3.0,2064.13,3,3,2,2023-01-03 21:55:00,2023-11-17 10:17:00
USER_7735,5,633.2,126.64,313.5,80451.82,3,60.0,20.0,20.0,6.0,3.6,3166.37,3,3,4,2023-04-19 02:52:00,2023-10-26 02:34:00
USER_7749,5,454.66,90.93,178.35,31292.24,3,60.0,0.0,20.0,6.0,2.0,1768.58,2,3,3,2023-01-30 15:42:00,2023-12-02 04:07:00
USER_7880,5,647.84,129.57,243.91,38245.85,3,60.0,0.0,0.0,7.4,2.4,2080.23,5,2,4,2023-01-30 10:53:00,2023-11-29 16:16:00
USER_7895,5,432.13,86.43,155.4,70155.76,3,60.0,0.0,0.0,5.0,2.4,2025.45,3,3,4,2023-01-31 16:37:00,2023-09-17 20:35:00
USER_7903,5,345.68,69.14,233.56,31397.88,3,60.0,0.0,0.0,5.6,1.8,2761.06,4,1,5,2023-03-07 05:05:00,2023-10-23 02:55:00
USER_7959,5,758.66,151.73,318.13,39050.82,3,60.0,20.0,20.0,8.2,3.6,2445.87,3,3,3,2023-03-10 20:27:00,2023-12-15 10:09:00
USER_8019,5,235.06,47.01,85.7,35995.55,3,60.0,20.0,0.0,7.8,2.4,686.04,4,3,2,2023-02-23 14:40:00,2023-12-25 07:29:00
USER_8063,5,529.51,105.9,266.64,32120.71,3,60.0,0.0,0.0,7.6,2.2,3061.68,3,2,3,2023-02-25 23:45:00,2023-10-10 20:31:00
USER_8079,5,382.91,76.58,181.39,71116.55,3,60.0,0.0,20.0,10.0,2.4,2443.4,4,3,4,2023-01-04 03:39:00,2023-10-10 20:54:00
USER_8151,5,311.81,62.36,198.1,68581.92,3,60.0,0.0,20.0,6.4,3.4,1242.59,3,2,2,2023-01-21 19:50:00,2023-12-31 06:46:00
USER_8156,5,688.54,137.71,330.02,69891.09,3,60.0,0.0,40.0,4.6,1.2,2363.74,3,2,3,2023-01-19 23:27:00,2023-09-28 20:59:00
USER_8187,5,549.3,109.86,272.11,63542.14,3,60.0,0.0,0.0,6.4,2.4,2077.8,3,3,3,2023-01-04 20:09:00,2023-12-07 21:02:00
USER_8225,5,407.17,81.43,165.22,49101.65,3,60.0,0.0,0.0,6.8,2.6,3334.46,3,2,4,2023-03-09 19:24:00,2023-11-26 11:12:00
USER_8253,5,278.69,55.74,127.72,63516.79,3,60.0,20.0,0.0,6.0,2.4,2827.54,4,2,3,2023-01-15 04:05:00,2023-11-24 15:06:00
USER_8285,5,545.39,109.08,242.53,26261.5,3,60.0,0.0,0.0,6.4,2.8,3204.29,3,3,5,2023-01-01 10:08:00,2023-06-22 04:34:00
USER_8303,5,379.87,75.97,199.76,51656.43,3,60.0,20.0,0.0,8.4,1.6,1198.14,3,2,4,2023-03-30 09:10:00,2023-10-29 01:18:00
USER_8322,5,603.47,120.69,382.69,38803.59,3,60.0,0.0,0.0,9.6,3.2,2740.31,3,1,2,2023-01-28 17:33:00,2023-12-12 03:54:00
USER_8336,5,382.96,76.59,127.13,48856.71,3,60.0,0.0,0.0,8.6,2.6,1958.24,5,2,4,2023-04-14 18:27:00,2023-12-12 02:01:00
USER_8352,5,387.15,77.43,108.17,61938.62,3,60.0,20.0,0.0,9.0,3.0,2617.46,5,3,3,2023-02-10 13:15:00,2023-12-23 04:18:00
USER_8454,5,586.96,117.39,169.06,71682.38,3,60.0,0.0,20.0,6.2,2.2,2219.49,3,1,3,2023-04-02 16:39:00,2023-12-28 22:10:00
USER_8477,5,409.31,81.86,182.57,51218.05,3,60.0,0.0,20.0,10.4,1.8,2770.81,3,2,3,2023-02-07 01:27:00,2023-12-09 06:00:00
USER_8478,5,312.74,62.55,179.62,43966.62,3,60.0,0.0,0.0,6.6,2.8,3631.97,2,3,4,2023-03-04 09:15:00,2023-12-24 05:41:00
USER_8513,5,637.18,127.44,215.98,48489.95,3,60.0,0.0,20.0,8.0,3.0,2882.96,4,2,4,2023-01-06 04:51:00,2023-12-12 01:07:00
USER_8516,5,394.33,78.87,126.19,52879.21,3,60.0,0.0,0.0,4.4,3.2,2663.4,3,3,4,2023-03-07 03:24:00,2023-11-26 14:46:00
USER_8674,5,985.17,197.03,441.17,56672.38,3,60.0,0.0,0.0,5.6,1.8,2627.11,4,3,3,2023-04-10 05:24:00,2023-12-04 04:06:00
USER_8676,5,379.33,75.87,138.33,43007.46,3,60.0,20.0,0.0,7.6,3.2,2371.06,4,3,4,2023-01-22 12:09:00,2023-12-05 02:21:00
USER_8705,5,416.26,83.25,152.42,53993.98,3,60.0,0.0,0.0,8.6,2.0,2898.33,3,3,4,2023-01-08 13:50:00,2023-08-28 11:21:00
USER_8711,5,783.79,156.76,223.51,66101.91,3,60.0,0.0,0.0,6.6,3.2,2695.43,3,2,4,2023-05-09 20:37:00,2023-12-11 02:40:00
USER_8724,5,383.79,76.76,138.46,36420.95,3,60.0,0.0,20.0,8.4,2.2,1282.04,3,2,3,2023-02-19 14:08:00,2023-12-23 17:22:00
USER_8746,5,407.61,81.52,158.48,44937.02,3,60.0,0.0,0.0,8.8,1.8,3679.29,3,3,3,2023-04-13 05:04:00,2023-10-25 03:04:00
USER_8751,5,734.38,146.88,237.93,59711.82,3,60.0,0.0,0.0,4.4,2.4,2427.8,3,3,3,2023-04-03 07:10:00,2023-10-18 16:34:00
USER_8784,5,424.31,84.86,180.62,71300.4,3,60.0,0.0,20.0,6.8,1.2,2442.93,3,3,3,2023-02-05 16:54:00,2023-09-21 07:00:00
USER_8829,5,560.35,112.07,293.61,46595.45,3,60.0,20.0,0.0,7.2,2.8,1896.69,2,3,3,2023-04-05 08:44:00,2023-11-05 22:36:00
USER_8842,5,1306.35,261.27,795.62,63467.15,3,60.0,0.0,0.0,5.8,2.4,2805.61,2,3,2,2023-01-26 22:32:00,2023-12-04 01:56:00
USER_8846,5,525.69,105.14,197.5,59530.53,3,60.0,20.0,20.0,9.4,3.0,3742.92,4,2,4,2023-04-21 17:21:00,2023-07-28 16:07:00
USER_8858,5,622.12,124.42,261.52,52451.22,3,60.0,20.0,0.0,8.0,3.0,2034.59,4,3,3,2023-05-22 15:29:00,2023-11-28 20:51:00
USER_8859,5,650.57,130.11,334.45,65556.49,3,60.0,0.0,0.0,8.4,2.4,2559.45,3,2,3,2023-03-11 04:50:00,2023-10-17 15:43:00
USER_8870,5,312.0,62.4,142.31,71263.77,3,60.0,0.0,0.0,6.6,1.8,2644.95,2,2,3,2023-01-10 18:19:00,2023-11-05 21:34:00
USER_8884,5,308.87,61.77,204.16,64716.79,3,60.0,0.0,20.0,7.8,1.6,1871.1,2,2,5,2023-02-18 13:41:00,2023-11-04 06:46:00
USER_8896,5,1053.92,210.78,588.31,63612.54,3,60.0,20.0,20.0,8.0,3.0,3188.21,4,2,3,2023-03-24 14:33:00,2023-12-07 06:37:00
USER_8971,5,479.36,95.87,180.96,62310.9,3,60.0,0.0,0.0,7.6,3.2,1584.93,3,2,4,2023-01-25 16:32:00,2023-10-14 07:44:00
USER_8981,5,341.14,68.23,136.48,60342.55,3,60.0,0.0,20.0,7.6,3.4,2334.55,3,2,3,2023-02-18 08:28:00,2023-10-09 01:42:00
USER_9122,5,1007.26,201.45,408.98,22436.49,3,60.0,0.0,0.0,6.6,2.2,2760.13,3,2,3,2023-02-06 08:26:00,2023-12-29 19:56:00
USER_9180,5,187.18,37.44,91.29,47321.5,3,60.0,0.0,20.0,9.4,2.2,2558.49,3,2,3,2023-07-05 22:47:00,2023-11-13 11:52:00
USER_9214,5,592.21,118.44,258.49,48391.85,3,60.0,0.0,0.0,5.8,3.2,2989.42,4,3,3,2023-01-11 21:33:00,2023-06-25 14:05:00
USER_9244,5,427.56,85.51,182.05,43722.35,3,60.0,0.0,0.0,7.8,2.2,3313.63,4,3,3,2023-01-23 07:04:00,2023-10-23 17:09:00
USER_9260,5,695.02,139.0,442.7,67364.09,3,60.0,0.0,20.0,6.0,2.0,2716.93,3,2,3,2023-02-09 05:56:00,2023-12-11 14:24:00
USER_9274,5,476.09,95.22,160.06,43993.63,3,60.0,0.0,0.0,5.8,2.6,3038.93,4,2,4,2023-03-16 07:13:00,2023-12-16 22:11:00
USER_9309,5,740.97,148.19,492.3,59088.67,3,60.0,0.0,0.0,7.6,2.4,3078.57,4,3,3,2023-01-04 18:57:00,2023-12-03 05:59:00
USER_9326,5,555.02,111.0,255.21,60972.15,3,60.0,0.0,0.0,5.6,2.6,2525.83,3,3,3,2023-01-16 09:02:00,2023-08-10 04:07:00
USER_9386,5,373.14,74.63,190.1,48193.56,3,60.0,0.0,20.0,6.4,3.0,1379.23,3,3,2,2023-02-01 07:14:00,2023-12-22 03:06:00
USER_9388,5,620.62,124.12,251.81,54408.28,3,60.0,20.0,20.0,5.8,2.2,2152.55,3,3,3,2023-03-03 03:01:00,2023-11-05 23:31:00
USER_9403,5,383.58,76.72,156.62,32368.57,3,60.0,0.0,0.0,5.6,2.8,2621.05,2,2,3,2023-03-06 05:24:00,2023-12-27 08:58:00
USER_9465,5,425.84,85.17,301.03,53962.63,3,60.0,20.0,0.0,7.4,2.8,2284.83,2,3,4,2023-02-06 07:33:00,2023-12-12 16:23:00
USER_9512,5,760.0,152.0,325.48,42868.02,3,60.0,0.0,20.0,9.6,2.6,2164.75,3,3,3,2023-01-13 12:29:00,2023-11-20 18:23:00
USER_9513,5,253.65,50.73,104.97,47739.46,3,60.0,0.0,0.0,6.8,2.0,2811.65,4,3,4,2023-04-10 17:21:00,2023-11-19 20:35:00
USER_9549,5,1050.14,210.03,618.85,48533.47,3,60.0,0.0,20.0,7.2,2.6,2381.99,4,3,4,2023-02-28 10:46:00,2023-09-19 20:45:00
USER_9559,5,407.0,81.4,139.26,65038.94,3,60.0,20.0,0.0,8.6,2.8,2293.48,3,3,4,2023-04-26 04:18:00,2023-11-24 15:36:00
USER_9666,5,386.23,77.25,158.93,36960.87,3,60.0,0.0,0.0,7.0,3.0,3545.18,3,2,2,2023-01-28 11:10:00,2023-11-25 05:15:00
USER_9699,5,304.74,60.95,107.09,42177.11,3,60.0,20.0,0.0,8.6,2.8,2803.76,3,3,3,2023-05-13 12:07:00,2023-12-24 23:19:00
USER_9741,5,291.41,58.28,165.7,66829.99,3,60.0,0.0,0.0,7.6,2.4,2693.75,3,2,3,2023-03-26 17:09:00,2023-09-24 12:01:00
USER_9743,5,519.64,103.93,171.32,71648.57,3,60.0,0.0,0.0,3.6,3.0,3653.03,4,3,4,2023-01-17 20:59:00,2023-08-09 04:08:00
USER_9789,5,1066.68,213.34,500.56,64213.24,3,60.0,0.0,40.0,6.6,1.8,3100.47,3,2,4,2023-05-28 05:37:00,2023-12-14 05:15:00
USER_9800,5,506.02,101.2,273.71,64124.67,3,60.0,0.0,0.0,7.8,2.8,2934.74,4,3,3,2023-01-08 13:03:00,2023-10-19 01:02:00
USER_9878,5,230.22,46.04,100.34,48816.43,3,60.0,0.0,20.0,7.0,3.0,1457.83,4,2,4,2023-03-02 20:30:00,2023-12-19 09:54:00
USER_9902,5,188.99,37.8,81.03,50680.26,3,60.0,0.0,20.0,9.0,0.8,2099.86,4,2,3,2023-10-08 23:08:00,2023-11-29 14:40:00
USER_9915,5,627.16,125.43,234.62,66821.43,3,60.0,0.0,0.0,7.0,2.4,2263.44,4,2,4,2023-04-20 15:34:00,2023-11-18 02:38:00
USER_2287,12,1273.14,106.1,298.87,38879.82,7,58.33,0.0,8.33,8.0,2.42,2685.67,4,3,4,2023-01-11 18:07:00,2023-10-28 13:57:00
USER_2403,12,1451.47,120.96,381.59,45804.98,7,58.33,8.33,8.33,8.67,2.42,2552.15,5,3,5,2023-01-31 23:03:00,2023-10-25 14:33:00
USER_7473,12,1384.16,115.35,422.78,61075.0,7,58.33,0.0,8.33,7.92,2.58,1332.93,5,3,5,2023-03-29 12:19:00,2023-12-07 15:59:00
USER_7671,12,880.77,73.4,182.66,30303.82,7,58.33,0.0,8.33,6.83,2.17,2825.65,5,3,4,2023-01-05 01:20:00,2023-12-29 21:02:00
USER_1012,7,430.31,61.47,191.5,38475.56,4,57.14,0.0,14.29,5.14,2.57,2815.0,5,3,5,2023-01-11 18:25:00,2023-11-27 20:46:00
USER_1136,7,948.73,135.53,301.19,58830.42,4,57.14,0.0,0.0,8.0,2.57,2766.08,5,3,4,2023-03-13 05:08:00,2023-09-21 20:43:00
USER_1202,7,673.77,96.25,145.64,48336.93,4,57.14,0.0,28.57,8.43,2.29,1945.23,4,3,3,2023-02-13 16:17:00,2023-10-22 16:41:00
USER_1301,7,615.03,87.86,261.08,58496.95,4,57.14,0.0,28.57,8.86,2.57,3353.98,3,2,4,2023-01-03 01:08:00,2023-10-09 16:39:00
USER_1303,7,440.57,62.94,179.6,45726.66,4,57.14,14.29,28.57,5.57,1.71,2602.92,4,3,3,2023-02-04 10:14:00,2023-12-30 00:11:00
USER_1352,7,829.26,118.47,267.46,42296.76,4,57.14,14.29,0.0,7.14,2.14,2740.57,3,2,4,2023-01-26 07:28:00,2023-09-30 04:58:00
USER_1382,7,839.88,119.98,474.51,53996.07,4,57.14,0.0,14.29,7.43,2.57,1542.4,5,3,5,2023-01-21 01:01:00,2023-12-17 09:58:00
USER_1392,7,365.79,52.26,131.38,50561.01,4,57.14,0.0,14.29,6.71,2.43,2525.76,4,3,4,2023-02-11 22:01:00,2023-12-20 08:53:00
USER_1561,7,849.94,121.42,341.57,62130.01,4,57.14,0.0,0.0,7.57,3.0,1832.93,4,3,4,2023-01-16 10:36:00,2023-12-26 21:48:00
USER_1744,7,469.58,67.08,170.2,63299.71,4,57.14,28.57,14.29,7.14,2.0,2519.82,4,3,5,2023-01-06 22:03:00,2023-12-02 00:28:00
USER_1778,7,913.84,130.55,237.33,46069.2,4,57.14,0.0,0.0,6.86,2.43,2591.89,4,2,3,2023-01-29 20:45:00,2023-11-04 19:07:00
USER_1825,7,345.71,49.39,123.17,24262.29,4,57.14,0.0,14.29,8.14,3.29,2491.8,4,3,4,2023-02-22 17:22:00,2023-12-03 16:04:00
USER_1897,7,756.02,108.0,245.28,58899.07,4,57.14,28.57,0.0,4.29,3.29,2246.69,4,3,3,2023-01-08 12:36:00,2023-09-29 19:10:00
USER_1957,7,714.04,102.01,198.31,58328.21,4,57.14,0.0,14.29,7.86,2.71,2647.44,4,2,4,2023-02-08 06:19:00,2023-12-08 13:54:00
USER_1975,7,899.5,128.5,264.44,47579.15,4,57.14,14.29,14.29,5.86,1.43,2091.86,5,3,3,2023-02-13 02:30:00,2023-12-26 05:58:00
USER_1989,7,792.54,113.22,247.79,65055.74,4,57.14,0.0,0.0,6.29,2.29,3165.55,4,3,4,2023-02-08 19:51:00,2023-12-07 07:25:00
USER_2105,7,467.7,66.81,196.9,40596.33,4,57.14,14.29,28.57,5.29,2.14,2913.92,4,3,3,2023-06-10 18:46:00,2023-11-26 19:35:00
USER_2146,7,467.17,66.74,331.88,58323.17,4,57.14,0.0,0.0,6.29,2.57,2189.05,5,2,5,2023-02-12 16:01:00,2023-12-14 16:28:00
USER_2289,7,985.22,140.75,280.6,53895.36,4,57.14,0.0,0.0,7.57,3.14,3423.18,5,2,4,2023-02-16 03:39:00,2023-12-28 10:17:00
USER_2324,7,603.8,86.26,189.49,28935.66,4,57.14,0.0,0.0,6.29,2.57,2704.89,4,3,5,2023-01-31 03:44:00,2023-08-14 23:57:00
USER_2460,7,975.55,139.36,320.01,48207.22,4,57.14,0.0,0.0,8.0,2.57,2250.3,5,3,4,2023-03-01 16:48:00,2023-07-31 21:03:00
USER_2479,7,1030.2,147.17,323.29,37291.78,4,57.14,0.0,28.57,9.29,2.0,2480.54,4,3,4,2023-02-26 20:42:00,2023-10-09 19:38:00
USER_2550,7,1919.36,274.19,751.49,54037.6,4,57.14,0.0,14.29,9.14,2.0,2486.46,5,3,4,2023-01-27 04:49:00,2023-11-19 16:47:00
USER_2635,7,722.39,103.2,278.55,70602.51,4,57.14,0.0,14.29,9.57,2.14,2170.62,4,2,5,2023-02-08 08:48:00,2023-11-12 08:05:00
USER_2674,7,253.21,36.17,86.26,31073.73,4,57.14,0.0,28.57,5.14,2.0,3053.28,4,3,4,2023-03-03 01:01:00,2023-12-29 15:00:00
USER_2749,7,479.02,68.43,140.01,35816.13,4,57.14,14.29,0.0,4.57,2.43,2170.88,4,3,3,2023-01-19 05:25:00,2023-10-03 03:24:00
USER_2845,7,913.76,130.54,362.16,63182.81,4,57.14,0.0,0.0,8.29,2.14,2297.32,5,3,4,2023-05-11 01:44:00,2023-08-19 05:14:00
USER_2854,7,600.12,85.73,183.27,65645.12,4,57.14,0.0,0.0,7.0,3.14,2536.9,4,3,4,2023-02-05 12:48:00,2023-12-18 11:21:00
USER_2894,7,557.43,79.63,160.67,54115.05,4,57.14,0.0,0.0,8.43,3.0,2351.74,5,3,4,2023-01-16 20:18:00,2023-10-16 07:41:00
USER_2918,7,599.61,85.66,233.59,39116.02,4,57.14,14.29,14.29,7.57,2.57,1915.23,5,3,5,2023-01-19 17:50:00,2023-12-24 02:48:00
USER_2974,7,766.47,109.5,327.25,40496.24,4,57.14,0.0,0.0,5.43,2.29,3476.35,3,3,4,2023-01-16 21:37:00,2023-11-02 17:46:00
USER_2996,7,337.98,48.28,86.52,48305.33,4,57.14,0.0,14.29,6.29,1.86,2019.43,4,3,3,2023-01-20 16:02:00,2023-10-31 13:58:00
USER_3025,7,1294.27,184.9,688.4,47049.23,4,57.14,0.0,14.29,7.0,1.71,1970.42,4,3,5,2023-02-03 19:26:00,2023-11-22 22:33:00
USER_3092,7,864.93,123.56,415.47,40039.64,4,57.14,0.0,57.14,7.71,2.57,2354.93,2,2,3,2023-02-06 13:06:00,2023-12-09 11:18:00
USER_3221,7,240.46,34.35,46.94,65358.25,4,57.14,28.57,14.29,9.14,1.86,3136.18,3,3,4,2023-03-07 15:13:00,2023-12-09 10:43:00
USER_3228,7,401.62,57.37,111.43,43729.47,4,57.14,0.0,14.29,7.86,2.29,1672.01,4,2,4,2023-01-28 05:01:00,2023-12-30 12:24:00
USER_3230,7,649.86,92.84,312.27,44780.97,4,57.14,0.0,14.29,7.29,1.86,2925.63,4,3,4,2023-03-01 22:22:00,2023-12-06 00:16:00
USER_3397,7,555.63,79.38,148.54,47224.48,4,57.14,14.29,14.29,8.29,2.14,2802.72,4,3,4,2023-02-10 18:16:00,2023-07-20 03:38:00
USER_3456,7,445.45,63.64,126.6,63902.42,4,57.14,0.0,0.0,9.86,2.57,2179.14,4,3,4,2023-08-15 18:23:00,2023-12-27 17:03:00
USER_3537,7,362.66,51.81,106.49,52112.89,4,57.14,0.0,0.0,9.86,2.0,2374.07,3,3,4,2023-03-21 12:06:00,2023-11-21 06:52:00
USER_3572,7,1336.82,190.97,741.76,48499.16,4,57.14,14.29,0.0,6.43,2.57,3382.23,4,3,4,2023-01-11 20:51:00,2023-10-23 05:04:00
USER_3677,7,443.3,63.33,181.83,66547.89,4,57.14,14.29,42.86,9.14,1.57,3418.85,3,3,4,2023-02-04 03:02:00,2023-12-23 02:30:00
USER_3687,7,993.88,141.98,285.75,44070.89,4,57.14,0.0,14.29,4.86,2.86,2751.35,3,2,5,2023-01-24 10:04:00,2023-11-24 02:02:00
USER_3693,7,493.69,70.53,108.08,40717.11,4,57.14,28.57,0.0,6.43,1.29,1732.52,4,3,4,2023-01-05 07:42:00,2023-12-31 03:09:00
USER_3696,7,1755.31,250.76,494.14,60798.98,4,57.14,0.0,14.29,7.0,2.29,2757.79,3,3,4,2023-02-14 12:57:00,2023-12-07 14:21:00
USER_3952,7,482.01,68.86,225.54,60017.11,4,57.14,0.0,0.0,7.0,2.14,2855.89,5,2,3,2023-01-23 18:45:00,2023-10-21 12:16:00
USER_3953,7,1028.67,146.95,508.49,45719.53,4,57.14,0.0,14.29,8.0,2.57,1885.34,4,2,4,2023-03-30 01:25:00,2023-12-16 15:31:00
USER_4023,7,518.25,74.04,168.05,42856.64,4,57.14,0.0,14.29,8.43,2.0,2978.48,5,3,5,2023-01-13 10:21:00,2023-12-16 07:04:00
USER_4266,7,548.74,78.39,158.96,53148.92,4,57.14,0.0,14.29,8.29,3.14,3172.83,4,3,5,2023-01-24 12:26:00,2023-12-22 13:43:00
USER_4500,7,574.14,82.02,163.37,35668.93,4,57.14,0.0,0.0,5.71,2.71,3252.13,3,3,3,2023-01-07 05:57:00,2023-12-08 11:22:00
USER_4557,7,1232.51,176.07,495.44,51111.47,4,57.14,0.0,0.0,6.43,2.0,2434.86,4,2,4,2023-03-09 06:55:00,2023-12-25 05:27:00
USER_4597,7,575.34,82.19,226.22,54987.13,4,57.14,42.86,14.29,3.71,2.29,2175.15,5,3,5,2023-02-20 21:15:00,2023-10-14 04:26:00
USER_4770,7,582.9,83.27,258.46,41939.4,4,57.14,0.0,28.57,10.0,1.43,2663.7,4,3,4,2023-01-28 14:33:00,2023-12-22 08:49:00
USER_4832,7,1261.4,180.2,480.0,47348.77,4,57.14,14.29,28.57,6.71,2.86,3749.61,3,3,4,2023-01-27 00:47:00,2023-12-26 13:40:00
USER_4844,7,486.8,69.54,153.16,46900.09,4,57.14,14.29,0.0,7.43,2.71,2424.1,5,2,3,2023-01-06 21:41:00,2023-12-23 10:37:00
USER_4887,7,799.39,114.2,287.15,53168.07,4,57.14,14.29,0.0,4.86,2.29,3046.88,5,3,3,2023-01-15 14:13:00,2023-12-11 11:16:00
USER_4948,7,360.81,51.54,123.37,51831.42,4,57.14,0.0,0.0,9.29,2.29,1521.53,4,3,4,2023-02-16 16:21:00,2023-12-07 12:16:00
USER_4996,7,729.27,104.18,328.94,57350.17,4,57.14,14.29,14.29,4.0,2.14,1701.16,4,3,4,2023-02-10 04:33:00,2023-11-17 18:45:00
USER_5038,7,1190.09,170.01,503.53,34886.68,4,57.14,0.0,14.29,7.43,2.29,2410.4,4,3,5,2023-01-01 23:10:00,2023-12-15 17:27:00
USER_5100,7,975.86,139.41,539.81,42542.59,4,57.14,0.0,14.29,6.71,1.86,1953.65,3,3,3,2023-03-03 11:05:00,2023-12-09 05:45:00
USER_5210,7,448.06,64.01,193.15,56111.18,4,57.14,0.0,14.29,7.0,2.71,3810.12,4,3,4,2023-04-28 19:14:00,2023-12-08 14:52:00
USER_5268,7,591.0,84.43,205.82,45016.95,4,57.14,14.29,0.0,8.57,2.14,2211.53,4,3,4,2023-01-05 01:13:00,2023-08-07 12:02:00
USER_5399,7,529.94,75.71,171.01,60587.18,4,57.14,14.29,14.29,6.29,2.29,2346.06,5,3,4,2023-01-11 23:50:00,2023-11-27 08:31:00
USER_5483,7,862.67,123.24,303.53,70525.7,4,57.14,0.0,0.0,7.71,1.86,2288.28,5,3,3,2023-02-16 16:26:00,2023-11-03 21:52:00
USER_5524,7,1012.55,144.65,381.43,63336.16,4,57.14,14.29,0.0,6.14,2.29,2308.31,4,3,3,2023-06-02 14:55:00,2023-12-22 03:54:00
USER_5530,7,850.97,121.57,433.54,54506.32,4,57.14,14.29,28.57,9.0,2.71,2113.99,4,3,4,2023-02-14 07:03:00,2023-11-10 15:43:00
USER_5664,7,841.68,120.24,349.68,46446.45,4,57.14,0.0,28.57,7.29,2.71,2733.06,5,3,4,2023-03-08 07:23:00,2023-12-18 08:33:00
USER_5744,7,371.87,53.12,151.79,33185.46,4,57.14,0.0,14.29,4.29,2.14,2179.08,4,3,5,2023-01-07 08:54:00,2023-10-27 18:10:00
USER_5888,7,430.54,61.51,125.55,63134.94,4,57.14,0.0,0.0,7.0,2.43,1904.91,4,3,3,2023-03-27 15:10:00,2023-11-18 03:36:00
USER_5901,7,457.32,65.33,99.82,53396.25,4,57.14,0.0,0.0,9.57,2.86,2019.85,5,3,4,2023-09-01 14:19:00,2023-12-24 09:45:00
USER_6059,7,312.3,44.61,81.21,59731.65,4,57.14,0.0,28.57,8.86,2.57,2968.23,4,3,5,2023-06-15 08:01:00,2023-12-19 02:12:00
USER_6066,7,1039.68,148.53,298.95,28316.58,4,57.14,0.0,0.0,6.71,2.43,2900.02,3,2,4,2023-04-10 13:49:00,2023-11-23 01:29:00
USER_6124,7,477.27,68.18,142.12,31788.21,4,57.14,0.0,14.29,5.86,2.43,1926.81,4,2,5,2023-01-17 19:14:00,2023-08-24 01:00:00
